cohort	clustering_unit	grouping	stratum	n_genomes	metric	weighted_median	ci95_lo	ci95_hi	weighted_mean	mean_ci95_lo	mean_ci95_hi
reps_census	family	phylum	Nitrospirota	382	completeness_MAGICC_minus_CheckM2	-4.1224	-8.3952	-1.7276	-6.1383	-9.0482	-3.3931
reps_census	family	phylum	Nitrospirota	382	contamination_MAGICC_minus_CheckM2	-0.3905	-0.8797	0.6122	1.4149	-0.5154	4.1302
reps_census	family	phylum	Omnitrophota	535	completeness_MAGICC_minus_CheckM2	-7.0762	-10.6604	-2.9056	-7.6615	-10.1338	-4.7249
reps_census	family	phylum	Omnitrophota	535	contamination_MAGICC_minus_CheckM2	0.0644	-0.1506	1.4119	3.4257	1.6015	6.0091
reps_census	family	phylum	Patescibacteria	8132	completeness_MAGICC_minus_CheckM2	-5.0886	-7.7371	-2.9257	-7.1806	-8.6800	-5.7488
reps_census	family	phylum	Patescibacteria	8132	contamination_MAGICC_minus_CheckM2	0.4405	0.2621	0.8016	3.0644	2.2853	3.8932
reps_census	family	phylum	Planctomycetota	2076	completeness_MAGICC_minus_CheckM2	2.9787	1.5454	4.2443	2.8756	1.3656	4.5941
reps_census	family	phylum	Planctomycetota	2076	contamination_MAGICC_minus_CheckM2	-0.9852	-1.2639	-0.5427	2.1739	0.9058	3.8228
reps_census	family	phylum	Proteobacteria	16008	completeness_MAGICC_minus_CheckM2	-0.3198	-0.7750	-0.1230	-1.9795	-2.6835	-1.4245
reps_census	family	phylum	Proteobacteria	16008	contamination_MAGICC_minus_CheckM2	-1.4416	-1.6360	-1.1579	-1.3096	-1.6137	-0.8850
reps_census	family	phylum	Spirochaetota	874	completeness_MAGICC_minus_CheckM2	3.5715	2.5151	4.4756	3.2905	1.5007	4.9022
reps_census	family	phylum	Spirochaetota	874	contamination_MAGICC_minus_CheckM2	-0.6557	-0.9267	-0.2221	0.9020	-0.2308	3.3679
reps_census	family	phylum	Thermoplasmatota	1085	completeness_MAGICC_minus_CheckM2	-3.7459	-12.0539	3.7313	-4.5489	-12.1618	1.7389
reps_census	family	phylum	Thermoplasmatota	1085	contamination_MAGICC_minus_CheckM2	-0.2864	-0.6022	0.6002	1.3125	-0.3099	4.6042
reps_census	family	phylum	Thermoproteota	1208	completeness_MAGICC_minus_CheckM2	-5.9104	-9.3111	-3.8401	-6.2529	-9.0887	-4.0783
reps_census	family	phylum	Thermoproteota	1208	contamination_MAGICC_minus_CheckM2	0.0806	-0.1813	1.1281	5.2795	2.3282	7.9750
reps_census	family	phylum	Verrucomicrobiota	2840	completeness_MAGICC_minus_CheckM2	2.6655	1.1336	4.0609	2.0163	0.0915	3.8004
reps_census	family	phylum	Verrucomicrobiota	2840	contamination_MAGICC_minus_CheckM2	-0.2162	-0.7839	0.2157	3.4767	1.9923	4.9471
reps_census	family	phylum	unclassified	734	completeness_MAGICC_minus_CheckM2	10.2488	10.2488	10.2488	13.2052	13.2052	13.2052
reps_census	family	phylum	unclassified	734	contamination_MAGICC_minus_CheckM2	-0.5045	-0.5045	-0.5045	8.3977	8.3977	8.3977
reps_census	family	phylum	other (<200 in cohort)	4429	completeness_MAGICC_minus_CheckM2	-1.0075	-2.1743	-0.3517	-2.8728	-4.0098	-1.9427
reps_census	family	phylum	other (<200 in cohort)	4429	contamination_MAGICC_minus_CheckM2	0.1969	0.0091	0.4460	5.5994	4.1670	6.8455
