accession	description	study_accession
GCA_902575415	AG-426-A09 assembly for uncultured prokaryote	PRJEB33281
GCA_902575425	AG-910-I16 assembly for uncultured prokaryote	PRJEB33281
GCA_902575435	AG-910-I15 assembly for uncultured prokaryote	PRJEB33281
GCA_902575465	AG-910-I23 assembly for uncultured prokaryote	PRJEB33281
GCA_902575505	AG-910-J03 assembly for uncultured prokaryote	PRJEB33281
GCA_902575515	AG-426-A15 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902575525	AG-910-J04 assembly for uncultured Prochlorococcus sp.	PRJEB33281
GCA_902575535	AG-910-J05 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902575545	AG-426-A16 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902575565	AG-426-A17 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902575575	AG-426-A14 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902575585	AG-426-A18 assembly for uncultured prokaryote	PRJEB33281
GCA_902575595	AG-426-A21 assembly for uncultured prokaryote	PRJEB33281
GCA_902575605	AG-910-J06 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902575615	AG-426-A19 assembly for uncultured prokaryote	PRJEB33281
GCA_902575625	AG-910-J13 assembly for uncultured prokaryote	PRJEB33281
GCA_902575635	AG-910-J07 assembly for uncultured prokaryote	PRJEB33281
GCA_902575645	AG-910-J15 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902575655	AG-426-A22 assembly for uncultured prokaryote	PRJEB33281
GCA_902575675	AG-426-B05 assembly for uncultured prokaryote	PRJEB33281
GCA_902575685	AG-910-J11 assembly for uncultured prokaryote	PRJEB33281
GCA_902575695	AG-910-J08 assembly for uncultured prokaryote	PRJEB33281
GCA_902575705	AG-426-B06 assembly for uncultured prokaryote	PRJEB33281
GCA_902575715	AG-426-B02 assembly for uncultured SAR324 cluster bacterium	PRJEB33281
GCA_902575725	AG-910-J16 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902575735	AG-426-B13 assembly for uncultured prokaryote	PRJEB33281
GCA_902575745	AG-426-B08 assembly for uncultured SAR116 cluster alpha proteobacterium	PRJEB33281
GCA_902575755	AG-426-B09 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902575765	AG-910-J20 assembly for uncultured prokaryote	PRJEB33281
GCA_902575775	AG-910-J21 assembly for uncultured prokaryote	PRJEB33281
GCA_902575785	AG-426-B11 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902575795	AG-910-J22 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902575825	AG-910-K06 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902575845	AG-426-B19 assembly for uncultured prokaryote	PRJEB33281
GCA_902575855	AG-426-B14 assembly for uncultured Bacteroidota bacterium	PRJEB33281
GCA_902575865	AG-426-B17 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902575885	AG-910-K05 assembly for uncultured prokaryote	PRJEB33281
GCA_902575895	AG-910-K07 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902575905	AG-426-C03 assembly for uncultured prokaryote	PRJEB33281
GCA_902575915	AG-426-C04 assembly for uncultured prokaryote	PRJEB33281
GCA_902575965	AG-426-B21 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902575985	AG-426-C09 assembly for uncultured prokaryote	PRJEB33281
GCA_902575995	AG-910-K16 assembly for uncultured prokaryote	PRJEB33281
GCA_902576005	AG-910-K17 assembly for uncultured prokaryote	PRJEB33281
GCA_902576015	AG-426-C17 assembly for uncultured prokaryote	PRJEB33281
GCA_902576025	AG-910-K18 assembly for uncultured prokaryote	PRJEB33281
GCA_902576035	AG-910-K22 assembly for uncultured prokaryote	PRJEB33281
GCA_902576095	AG-910-K19 assembly for uncultured prokaryote	PRJEB33281
GCA_902576115	AG-426-C20 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902576125	AG-426-C22 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902576145	AG-426-C19 assembly for uncultured prokaryote	PRJEB33281
GCA_902576155	AG-426-C18 assembly for uncultured prokaryote	PRJEB33281
GCA_902576175	AG-426-C21 assembly for uncultured prokaryote	PRJEB33281
GCA_902576185	AG-910-L05 assembly for uncultured prokaryote	PRJEB33281
GCA_902576195	AG-910-L09 assembly for uncultured prokaryote	PRJEB33281
GCA_902576205	AG-910-L06 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902576215	AG-910-L07 assembly for uncultured prokaryote	PRJEB33281
GCA_902576225	AG-910-L10 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902576235	AG-426-D04 assembly for uncultured prokaryote	PRJEB33281
GCA_902576245	AG-426-C23 assembly for uncultured prokaryote	PRJEB33281
GCA_902576255	AG-426-D02 assembly for uncultured prokaryote	PRJEB33281
GCA_902576265	AG-910-L11 assembly for uncultured prokaryote	PRJEB33281
GCA_902576275	AG-426-D03 assembly for uncultured Bacteroidota bacterium	PRJEB33281
GCA_902576285	AG-910-L15 assembly for uncultured prokaryote	PRJEB33281
GCA_902576295	AG-426-D05 assembly for uncultured prokaryote	PRJEB33281
GCA_902576345	AG-426-D14 assembly for uncultured prokaryote	PRJEB33281
GCA_902576355	AG-426-D11 assembly for uncultured prokaryote	PRJEB33281
GCA_902576365	AG-910-L21 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902576375	AG-426-D09 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902576385	AG-910-L20 assembly for uncultured prokaryote	PRJEB33281
GCA_902576395	AG-426-D13 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902576405	AG-426-D06 assembly for uncultured prokaryote	PRJEB33281
GCA_902576485	AG-426-D20 assembly for uncultured prokaryote	PRJEB33281
GCA_902576495	AG-910-M03 assembly for uncultured prokaryote	PRJEB33281
GCA_902576525	AG-426-D15 assembly for uncultured Candidatus Poseidoniales archaeon	PRJEB33281
GCA_902576535	AG-910-M02 assembly for uncultured Bacteroidota bacterium	PRJEB33281
GCA_902576545	AG-426-D18 assembly for uncultured prokaryote	PRJEB33281
GCA_902576555	AG-910-M11 assembly for uncultured prokaryote	PRJEB33281
GCA_902576595	AG-426-E02 assembly for uncultured prokaryote	PRJEB33281
GCA_902576615	AG-426-E04 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902576625	AG-426-D23 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902576635	AG-910-M09 assembly for uncultured prokaryote	PRJEB33281
GCA_902576645	AG-910-M14 assembly for uncultured prokaryote	PRJEB33281
GCA_902576695	AG-426-E09 assembly for uncultured SAR324 cluster bacterium	PRJEB33281
GCA_902576735	AG-910-M21 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902576765	AG-422-O14 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902576775	AG-426-E14 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902576785	AG-426-E13 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902576805	AG-910-N03 assembly for uncultured prokaryote	PRJEB33281
GCA_902576815	AG-910-M23 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902576825	AG-910-N04 assembly for uncultured prokaryote	PRJEB33281
GCA_902576835	AG-910-N05 assembly for uncultured prokaryote	PRJEB33281
GCA_902576845	AG-426-E19 assembly for uncultured prokaryote	PRJEB33281
GCA_902576885	AG-426-E21 assembly for uncultured prokaryote	PRJEB33281
GCA_902576895	AG-910-N06 assembly for uncultured prokaryote	PRJEB33281
GCA_902576915	AG-910-N08 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902576925	AG-910-N10 assembly for uncultured prokaryote	PRJEB33281
GCA_902576935	AG-910-N15 assembly for uncultured prokaryote	PRJEB33281
GCA_902576945	AG-910-N18 assembly for uncultured prokaryote	PRJEB33281
GCA_902576955	AG-910-N14 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902576985	AG-910-N17 assembly for uncultured prokaryote	PRJEB33281
GCA_902576995	AG-910-N11 assembly for uncultured prokaryote	PRJEB33281
GCA_902577005	AG-426-F07 assembly for uncultured prokaryote	PRJEB33281
GCA_902577015	AG-426-F13 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902577025	AG-426-F11 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577045	AG-426-F20 assembly for uncultured PS1 clade bacterium	PRJEB33281
GCA_902577055	AG-426-F21 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577065	AG-910-N21 assembly for uncultured prokaryote	PRJEB33281
GCA_902577085	AG-910-N19 assembly for uncultured prokaryote	PRJEB33281
GCA_902577095	AG-426-F22 assembly for uncultured prokaryote	PRJEB33281
GCA_902577105	AG-910-O03 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577115	AG-426-F23 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577165	AG-910-O04 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902577175	AG-910-N20 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577185	AG-426-G05 assembly for uncultured prokaryote	PRJEB33281
GCA_902577195	AG-426-G02 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577235	AG-426-G06 assembly for uncultured prokaryote	PRJEB33281
GCA_902577245	AG-910-O05 assembly for uncultured prokaryote	PRJEB33281
GCA_902577255	AG-910-O09 assembly for uncultured prokaryote	PRJEB33281
GCA_902577265	AG-910-O13 assembly for uncultured prokaryote	PRJEB33281
GCA_902577285	AG-910-O15 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577295	AG-426-G08 assembly for uncultured prokaryote	PRJEB33281
GCA_902577325	AG-426-I02 assembly for uncultured prokaryote	PRJEB33281
GCA_902577335	AG-910-P01 assembly for uncultured prokaryote	PRJEB33281
GCA_902577345	AG-426-G23 assembly for uncultured prokaryote	PRJEB33281
GCA_902577355	AG-426-G10 assembly for uncultured prokaryote	PRJEB33281
GCA_902577365	AG-426-G14 assembly for uncultured prokaryote	PRJEB33281
GCA_902577395	AG-910-O23 assembly for uncultured prokaryote	PRJEB33281
GCA_902577405	AG-426-G11 assembly for uncultured prokaryote	PRJEB33281
GCA_902577415	AG-426-G09 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577425	AG-426-I04 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902577435	AG-910-P04 assembly for uncultured Bacteroidota bacterium	PRJEB33281
GCA_902577445	AG-910-P03 assembly for uncultured prokaryote	PRJEB33281
GCA_902577455	AG-426-I06 assembly for uncultured prokaryote	PRJEB33281
GCA_902577465	AG-426-I03 assembly for uncultured prokaryote	PRJEB33281
GCA_902577485	AG-910-P02 assembly for uncultured prokaryote	PRJEB33281
GCA_902577495	AG-910-P08 assembly for uncultured prokaryote	PRJEB33281
GCA_902577505	AG-426-I05 assembly for uncultured Gammaproteobacteria bacterium	PRJEB33281
GCA_902577525	AG-426-I10 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577535	AG-910-P13 assembly for uncultured prokaryote	PRJEB33281
GCA_902577545	AG-426-I08 assembly for uncultured prokaryote	PRJEB33281
GCA_902577555	AG-426-I11 assembly for uncultured prokaryote	PRJEB33281
GCA_902577575	AG-911-A01 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577585	AG-910-P17 assembly for uncultured prokaryote	PRJEB33281
GCA_902577605	AG-426-I14 assembly for uncultured SAR116 cluster alpha proteobacterium	PRJEB33281
GCA_902577615	AG-426-I15 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577625	AG-426-I13 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577635	AG-426-I17 assembly for uncultured prokaryote	PRJEB33281
GCA_902577655	AG-911-A02 assembly for uncultured prokaryote	PRJEB33281
GCA_902577665	AG-426-I19 assembly for uncultured prokaryote	PRJEB33281
GCA_902577675	AG-911-A05 assembly for uncultured prokaryote	PRJEB33281
GCA_902577695	AG-911-A07 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902577705	AG-911-A04 assembly for uncultured Bacteroidota bacterium	PRJEB33281
GCA_902577725	AG-426-I23 assembly for uncultured Prochlorococcus sp.	PRJEB33281
GCA_902577735	AG-426-I22 assembly for uncultured prokaryote	PRJEB33281
GCA_902577745	AG-911-A08 assembly for uncultured prokaryote	PRJEB33281
GCA_902577755	AG-911-A14 assembly for uncultured prokaryote	PRJEB33281
GCA_902577765	AG-426-I21 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577775	AG-426-J06 assembly for uncultured prokaryote	PRJEB33281
GCA_902577785	AG-426-J05 assembly for uncultured prokaryote	PRJEB33281
GCA_902577795	AG-911-A10 assembly for uncultured prokaryote	PRJEB33281
GCA_902577805	AG-426-J02 assembly for uncultured Candidatus Hydrogenedens sp.	PRJEB33281
GCA_902577815	AG-911-A09 assembly for uncultured prokaryote	PRJEB33281
GCA_902577835	AG-426-J16 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902577845	AG-426-J09 assembly for uncultured prokaryote	PRJEB33281
GCA_902577865	AG-426-J08 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902577875	AG-911-A16 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577885	AG-911-B03 assembly for uncultured prokaryote	PRJEB33281
GCA_902577895	AG-911-A22 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902577915	AG-911-A18 assembly for uncultured prokaryote	PRJEB33281
GCA_902577925	AG-911-B02 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577935	AG-911-A21 assembly for uncultured prokaryote	PRJEB33281
GCA_902577945	AG-426-J11 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902577955	AG-426-J07 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902577965	AG-911-A15 assembly for uncultured prokaryote	PRJEB33281
GCA_902577975	AG-426-J21 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577985	AG-426-J17 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902577995	AG-911-B04 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578025	AG-426-K02 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578035	AG-911-C08 assembly for uncultured prokaryote	PRJEB33281
GCA_902578055	AG-911-C16 assembly for uncultured prokaryote	PRJEB33281
GCA_902578065	AG-911-C14 assembly for uncultured prokaryote	PRJEB33281
GCA_902578075	AG-911-D04 assembly for uncultured prokaryote	PRJEB33281
GCA_902578095	AG-426-L11 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902578105	AG-911-D19 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578115	AG-426-L15 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578125	AG-426-L16 assembly for uncultured prokaryote	PRJEB33281
GCA_902578135	AG-426-L21 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902578145	AG-426-L19 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578155	AG-426-L23 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578165	AG-911-D23 assembly for uncultured prokaryote	PRJEB33281
GCA_902578185	AG-911-E10 assembly for uncultured prokaryote	PRJEB33281
GCA_902578195	AG-426-M07 assembly for uncultured prokaryote	PRJEB33281
GCA_902578205	AG-426-M02 assembly for uncultured prokaryote	PRJEB33281
GCA_902578225	AG-911-D11 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902578235	AG-426-L13 assembly for uncultured prokaryote	PRJEB33281
GCA_902578245	AG-911-D15 assembly for uncultured prokaryote	PRJEB33281
GCA_902578265	AG-911-E04 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578275	AG-426-M04 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578285	AG-426-M03 assembly for uncultured prokaryote	PRJEB33281
GCA_902578305	AG-911-E02 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578315	AG-911-E05 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578325	AG-426-K03 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578335	AG-426-K05 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902578345	AG-911-C03 assembly for uncultured prokaryote	PRJEB33281
GCA_902578365	AG-911-D05 assembly for uncultured prokaryote	PRJEB33281
GCA_902578375	AG-911-E14 assembly for uncultured prokaryote	PRJEB33281
GCA_902578385	AG-426-L04 assembly for uncultured Fidelibacterota bacterium	PRJEB33281
GCA_902578405	AG-911-D06 assembly for uncultured prokaryote	PRJEB33281
GCA_902578415	AG-426-L09 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902578425	AG-911-D03 assembly for uncultured prokaryote	PRJEB33281
GCA_902578445	AG-426-L07 assembly for uncultured Synechococcaceae cyanobacterium	PRJEB33281
GCA_902578455	AG-911-E15 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902578465	AG-426-M11 assembly for uncultured SAR202 cluster bacterium	PRJEB33281
GCA_902578485	AG-426-M10 assembly for uncultured Bacteroidota bacterium	PRJEB33281
GCA_902578495	AG-911-D02 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902578505	AG-426-L05 assembly for uncultured Bacteroidota bacterium	PRJEB33281
GCA_902578525	AG-911-F11 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578535	AG-911-F21 assembly for uncultured Prochlorococcus sp.	PRJEB33281
GCA_902578545	AG-911-F16 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902578555	AG-426-M14 assembly for uncultured Candidatus Actinomarina sp.	PRJEB33281
GCA_902578565	AG-426-M17 assembly for uncultured prokaryote	PRJEB33281
GCA_902578575	AG-426-M22 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578585	AG-911-F13 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902578595	AG-426-L10 assembly for uncultured Candidatus Poseidoniales archaeon	PRJEB33281
GCA_902578605	AG-911-F10 assembly for uncultured prokaryote	PRJEB33281
GCA_902578615	AG-911-B17 assembly for uncultured prokaryote	PRJEB33281
GCA_902578625	AG-426-J20 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578635	AG-426-K06 assembly for uncultured prokaryote	PRJEB33281
GCA_902578645	AG-426-K08 assembly for uncultured prokaryote	PRJEB33281
GCA_902578655	AG-426-K11 assembly for uncultured prokaryote	PRJEB33281
GCA_902578665	AG-426-J23 assembly for uncultured Fidelibacterota bacterium	PRJEB33281
GCA_902578675	AG-426-L03 assembly for uncultured Alphaproteobacteria bacterium	PRJEB33281
GCA_902578685	AG-911-I14 assembly for uncultured prokaryote	PRJEB33281
GCA_902578695	AG-911-I04 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578705	AG-426-P03 assembly for uncultured SAR86 cluster bacterium	PRJEB33281
GCA_902578715	AG-911-D10 assembly for uncultured SAR116 cluster alpha proteobacterium	PRJEB33281
GCA_902578725	AG-911-J05 assembly for uncultured prokaryote	PRJEB33281
GCA_902578735	AG-426-O18 assembly for uncultured Pelagibacteraceae bacterium	PRJEB33281
GCA_902578745	AG-911-I17 assembly for uncultured prokaryote	PRJEB33281
GCA_902578755	AG-426-P10 assembly for uncultured prokaryote	PRJEB33281
